TargetName,JJ93.|.001.|.tumor,JJ93.|.001.|.CD45,JJ93.|.002.|.Ki67+.tumor,JJ93.|.002.|.tumor,JJ93.|.002.|.CD45,JJ93.|.003.|.Ki67+.tumor,JJ93.|.003.|.tumor,JJ93.|.003.|.CD45,JJ93.|.004.|.tumor,JJ93.|.004.|.CD45,JJ93.|.005.|.tumor,JJ93.|.005.|.CD45,JJ98.|.001.|.Ki67+.tumor,JJ98.|.001.|.tumor,JJ98.|.001.|.CD45,JJ98.|.002.|.Ki67+.tumor,JJ98.|.002.|.tumor,JJ98.|.002.|.CD45,JJ98.|.003.|.Ki67+.tumor,JJ98.|.003.|.tumor,JJ98.|.003.|.CD45,JJ98.|.004.|.tumor,JJ98.|.005.|.tumor,JJ98.|.006.|.tumor
UBE2L6,53,10,5,21,8,9,25,5,31,11,14,1,16,18,44,4,40,15,6,27,57,3,4,1
UBE2M,53,5,7,19,2,4,13,3,19,6,20,2,34,28,33,6,46,18,11,32,49,16,23,6
UBE2N,63,3,15,35,2,5,21,5,37,5,32,1,11,22,39,6,36,19,7,39,54,9,6,2
UBE2NL,49,6,10,24,8,3,12,3,17,10,18,5,16,28,37,2,31,6,7,29,40,8,3,1
UBE2O,62,6,6,24,2,6,19,2,26,4,25,3,14,18,18,1,20,3,1,15,22,12,6,1
UBE2Q1,41,12,5,23,1,6,13,1,29,7,18,6,17,14,30,6,39,7,1,30,45,11,10,2
UBE2Q2,55,10,8,22,3,10,22,1,37,2,21,3,7,11,39,7,24,15,5,19,48,9,4,1
UBE2Q2L,36,9,1,29,4,8,13,1,33,5,12,2,14,10,12,5,26,5,2,25,35,21,13,2
UBE2QL1,33,5,3,15,3,8,15,4,16,6,10,1,8,14,22,4,20,2,2,12,18,10,3,2
UBE2R2,51,10,2,31,10,8,22,5,17,6,25,1,24,17,32,1,35,3,3,33,47,14,7,1
UBE2S,54,8,11,23,3,10,20,6,31,6,19,3,137,38,48,44,56,30,51,42,85,18,13,1
UBE2T,37,4,5,20,2,7,6,3,15,9,11,1,57,14,23,7,17,7,16,16,33,10,4,1
UBE2U,23,3,1,4,2,5,2,3,9,2,10,1,10,9,8,1,11,2,1,13,25,4,4,2
UBE2V1,131,17,18,74,14,22,47,5,66,28,85,4,54,68,94,16,109,25,28,106,160,30,18,2
UBE2V2,89,4,4,41,9,7,37,4,41,11,37,9,32,37,60,16,65,20,17,53,82,10,9,1
UBE2W,34,8,2,17,2,6,11,4,20,3,14,1,9,9,29,3,25,6,6,17,35,5,4,1
UBE2Z,619,28,67,307,25,59,222,33,335,27,353,13,145,285,184,43,406,57,60,386,280,54,33,4
UBE3A,43,5,4,20,5,8,15,1,15,7,26,4,8,11,22,4,21,3,4,29,27,3,4,3
UBE3B,58,5,1,25,3,5,16,2,29,1,22,1,11,15,17,3,31,3,2,19,36,8,6,2
UBE3C,41,9,5,28,6,7,12,3,21,5,15,1,17,21,38,6,46,8,7,33,55,2,3,2
UBE3D,28,3,1,12,3,2,9,3,10,4,12,1,6,8,10,4,26,5,1,15,17,5,3,1
UBE4A,64,9,8,49,3,9,27,6,35,8,37,3,24,27,41,4,55,10,9,49,63,3,3,2
UBE4B,45,2,4,29,2,4,13,2,17,10,16,1,11,15,28,4,24,9,11,31,20,5,8,1
UBFD1,59,5,4,28,6,7,19,6,34,9,27,1,20,24,35,7,53,15,12,43,49,9,4,1
UBIAD1,34,6,8,16,6,9,17,2,21,2,17,5,17,30,18,8,28,12,6,30,31,10,12,2
UBL3,74,9,8,46,9,14,35,6,44,6,35,5,22,30,59,7,73,20,10,49,81,8,11,4
UBL4A,33,4,6,10,2,3,11,1,19,5,14,5,10,3,18,5,28,6,6,19,35,9,7,4
UBL4B,15,3,1,9,2,2,6,2,8,2,13,2,5,10,12,1,15,9,2,9,19,9,5,2
UBL5,128,13,15,54,13,14,30,9,69,22,57,6,48,48,104,13,100,30,12,77,174,11,10,7
UBL7,39,4,3,19,5,6,14,2,19,7,15,4,9,9,29,1,17,13,1,10,42,8,9,2
UBLCP1,39,5,3,20,6,7,9,3,25,8,24,4,22,21,26,2,47,16,7,32,63,8,5,1
UBN1,41,6,3,21,7,4,9,4,25,5,24,3,18,20,23,5,45,12,8,26,38,4,9,1
UBN2,56,7,8,37,2,5,18,4,23,8,27,4,10,16,17,3,42,7,6,29,32,11,2,1
UBOX5,32,5,2,11,2,2,9,2,18,4,8,2,7,6,9,2,19,3,5,23,22,9,5,1
UBP1,51,8,6,31,6,10,20,3,19,7,27,2,20,27,21,6,35,12,5,36,40,2,7,1
UBQLN1,56,8,3,36,5,8,21,3,32,11,28,4,22,23,46,6,53,11,11,43,56,7,11,1
UBQLN2,56,11,7,34,10,9,23,6,30,6,35,4,17,20,47,8,40,12,4,28,52,2,9,1
UBQLN3,18,8,6,16,5,3,12,4,14,5,14,1,7,6,17,1,22,6,1,17,22,5,5,1
UBQLN4,84,6,12,49,8,9,22,7,35,4,26,1,31,38,38,7,34,12,9,44,43,12,7,4
UBQLNL,18,6,2,13,3,3,10,1,9,4,15,1,4,11,8,2,8,3,2,22,23,13,2,2
UBR1,55,9,7,35,5,7,28,1,27,4,13,3,11,11,21,3,12,4,3,23,33,4,9,1
UBR2,44,2,5,30,2,8,12,2,31,7,21,2,18,23,26,2,31,9,3,21,21,6,7,5
UBR3,52,4,6,33,2,9,17,3,34,8,29,2,22,21,24,3,47,8,6,26,26,3,2,2
UBR4,53,7,5,36,6,6,17,7,30,5,23,2,30,31,37,9,64,12,11,55,46,5,5,1
UBR5,57,8,4,21,6,6,17,2,32,7,16,4,24,31,27,3,34,10,6,28,41,7,3,3
UBR7,41,5,7,19,3,1,11,2,23,9,18,3,11,16,25,5,34,19,9,20,45,12,4,3
UBTD1,18,6,1,10,1,1,6,2,9,1,13,1,12,11,36,4,25,9,1,15,27,10,7,1
UBTD2,59,7,5,26,1,10,16,10,23,8,22,1,24,19,43,6,50,23,7,27,48,9,6,2
UBTF,87,7,6,53,9,19,29,5,43,10,39,5,33,33,47,8,78,14,7,59,81,9,6,1
UBTFL1,26,4,4,13,3,8,11,1,13,1,12,1,6,10,9,4,17,7,3,12,20,11,5,1
UBXN1,115,16,15,55,9,10,32,4,50,12,31,2,26,30,46,4,57,15,7,41,73,11,13,2
UBXN10,23,5,2,13,2,7,5,1,9,5,10,1,8,11,13,4,14,2,3,14,19,8,8,1
UBXN11,54,3,4,37,2,6,16,1,33,14,34,4,45,54,80,18,111,33,18,66,96,27,28,6
UBXN2A,58,11,4,27,2,11,14,8,29,7,33,6,23,36,29,9,59,11,9,34,54,9,4,5
UBXN2B,53,8,5,29,2,5,19,3,24,10,27,1,14,17,31,8,29,16,8,30,47,5,8,1
UBXN4,97,9,14,50,6,11,33,7,37,10,49,4,34,46,54,16,91,13,11,56,87,34,28,2
UBXN6,70,9,15,28,7,6,10,9,42,10,33,6,15,12,57,7,38,9,6,44,70,11,10,4
UBXN7,41,3,5,27,4,5,7,3,26,6,21,3,24,17,17,5,25,4,9,27,28,6,2,3
UBXN8,50,2,3,24,11,4,10,1,20,7,10,2,15,15,19,1,41,8,3,22,39,5,7,2
UCHL1,111,11,15,54,7,15,37,8,56,15,65,12,104,110,144,8,116,21,18,94,109,4,14,3
UCHL3,39,5,3,17,5,2,12,4,15,6,8,3,12,5,24,3,29,7,4,17,40,4,6,2
UCHL5,49,11,3,24,11,10,25,6,22,8,32,5,21,13,24,7,39,14,4,33,41,4,6,1
UCK1,31,9,7,24,4,2,21,6,23,5,35,2,19,18,18,5,29,7,1,28,32,10,10,1
UCK2,33,8,3,26,1,4,10,4,26,3,17,2,12,13,17,3,25,8,8,21,27,4,8,2
UCKL1,86,5,13,38,4,8,24,4,55,6,45,4,30,27,35,8,66,11,8,45,41,19,12,1
UCMA,28,5,3,16,3,4,9,1,9,2,9,1,6,8,12,2,11,7,2,12,19,6,10,4
UCN,51,4,3,30,2,6,13,1,17,5,33,3,15,19,10,2,48,8,4,25,22,8,14,1
UCN2,12,7,1,11,2,4,6,2,9,1,10,2,9,11,14,2,23,3,2,12,28,5,6,2
UCN3,17,3,1,3,1,1,3,2,4,3,6,3,4,5,12,2,5,6,1,9,22,5,3,1
UCP1,26,5,1,5,2,1,5,2,5,2,6,1,3,3,19,4,15,2,2,12,21,2,6,1
UCP2,26,7,4,12,8,2,4,9,6,11,10,1,20,19,78,11,24,23,2,27,103,14,8,2
UCP3,22,7,4,16,3,1,3,1,5,3,7,1,4,9,10,2,14,4,2,2,26,2,3,2
UEVLD,47,5,8,21,4,3,19,2,17,10,22,2,15,12,39,2,36,8,2,17,50,10,6,3
UFC1,84,7,7,34,10,8,25,8,43,15,34,1,21,32,43,5,37,21,5,34,80,6,6,1
UFD1,63,8,14,40,4,7,21,7,33,7,36,5,29,25,36,5,40,10,11,33,70,17,11,1
UFL1,51,4,4,32,6,4,11,7,23,3,21,2,13,20,22,4,45,9,6,24,35,9,8,1
UFM1,99,15,14,50,4,8,32,4,53,17,47,2,24,25,45,11,71,26,8,63,94,5,8,1
UFSP1,24,4,4,11,2,2,8,1,8,1,7,1,9,10,14,4,16,4,3,15,20,11,7,3
UFSP2,47,8,4,24,4,3,10,2,30,4,21,5,15,16,30,3,32,12,7,18,43,12,2,1
UGCG,36,7,5,26,4,7,20,5,22,12,20,6,16,19,49,5,44,15,7,31,67,7,9,1
UGDH,50,5,8,26,1,1,15,3,26,5,32,1,20,30,26,6,27,11,11,31,37,4,7,2
UGGT1,64,11,4,24,5,4,15,3,16,12,18,1,26,17,24,5,38,21,6,35,40,6,8,2
UGGT2,15,4,1,12,1,1,14,1,10,6,13,1,12,9,14,1,18,1,2,10,18,2,2,1
UGP2,44,9,4,24,5,9,9,5,23,7,22,4,11,13,41,5,33,13,4,32,57,4,3,1
UGT2A1,12,2,3,3,2,3,9,1,6,3,8,1,3,5,12,2,10,3,1,13,30,5,1,1
UGT2A3,29,3,2,15,2,7,5,1,10,5,12,1,10,9,15,2,22,3,3,13,12,9,4,2
UGT2B10,15,4,4,14,1,4,5,3,17,3,6,1,4,6,19,1,11,7,1,12,21,4,6,3
UGT2B11,42,6,5,20,1,2,8,4,17,4,8,1,5,9,17,1,21,8,4,19,18,5,3,3
UGT2B15,24,5,1,14,3,3,11,1,15,1,14,1,4,10,22,3,18,7,3,13,27,10,8,2
UGT2B28,13,3,1,11,4,2,4,2,5,2,7,3,9,9,4,1,11,8,2,12,14,2,3,1
UGT2B4,20,3,1,13,2,5,6,4,7,2,12,2,7,7,17,1,13,1,3,12,21,6,4,2
UGT2B7,24,8,1,7,4,3,4,2,15,1,16,1,5,8,17,1,20,6,2,10,24,5,9,1
UGT3A1,7,8,3,10,3,1,7,4,7,6,7,4,8,7,18,2,13,4,1,9,20,5,3,1
UGT3A2,19,4,1,9,2,3,7,3,14,6,11,3,11,12,24,1,15,6,2,12,22,5,12,1
UGT8,95,3,10,45,3,11,21,1,63,13,36,2,88,54,48,4,68,12,15,55,50,4,6,3
UHMK1,41,8,3,20,3,8,12,3,26,10,21,3,14,22,37,11,38,16,10,39,82,8,7,1
UHRF1,106,10,17,46,2,12,25,6,34,5,47,1,44,43,35,18,80,16,28,57,62,13,6,1
UHRF1BP1,20,4,5,13,2,4,4,2,16,2,14,2,2,8,11,2,15,7,1,15,32,3,2,2
UHRF1BP1L,43,7,6,26,10,4,14,2,19,6,17,2,12,15,29,5,21,9,3,12,38,4,6,1
UHRF2,46,2,4,38,2,6,16,5,25,5,29,1,21,30,38,3,31,6,6,35,46,5,3,2
UIMC1,48,9,6,27,5,4,20,1,31,5,27,3,17,13,25,5,40,9,7,25,39,8,4,3
ULBP1,41,6,7,17,1,6,10,1,20,4,21,1,18,21,11,2,45,7,5,39,35,13,16,1
ULBP2,20,2,1,9,2,5,7,3,9,2,13,1,10,7,7,1,10,7,4,17,16,7,5,1
ULBP3,9,3,1,5,1,1,4,1,4,4,5,1,4,3,8,2,17,2,1,12,17,5,5,1
ULK1,58,7,8,40,7,12,18,8,36,6,30,1,13,18,23,5,45,9,2,33,39,6,7,2
ULK2,34,6,2,18,2,5,14,4,30,6,14,1,10,29,20,3,35,8,4,18,49,5,1,2
ULK3,63,6,9,43,5,9,32,3,39,5,16,2,5,18,26,5,47,12,6,50,31,5,4,1
ULK4,11,7,1,8,1,1,4,1,4,1,7,1,1,7,8,1,9,3,2,8,14,1,3,1
UMAD1,32,7,6,9,5,8,9,2,15,11,8,1,15,11,14,2,37,7,3,23,44,4,2,1
UMOD,17,9,1,7,1,3,4,3,9,4,8,1,8,8,10,2,19,6,1,10,19,9,3,3
UMODL1,31,6,4,12,1,5,14,1,13,4,12,1,9,11,15,3,23,7,3,16,23,10,7,2
UMPS,44,3,3,16,2,8,18,1,29,9,25,3,18,13,20,4,31,6,4,19,32,5,5,2
UNC119,38,5,5,15,5,4,11,1,14,9,19,1,7,17,16,2,26,6,4,19,34,9,10,4
UNC119B,44,5,4,18,4,6,10,4,21,4,17,3,19,16,34,9,26,7,5,28,37,11,8,3
UNC13A,44,6,5,25,3,4,18,3,27,4,20,4,6,6,7,1,13,4,3,18,26,13,5,1
UNC13B,19,5,5,5,2,1,6,2,10,1,12,1,4,15,13,4,27,4,4,16,36,9,5,1
UNC13C,15,2,6,12,2,2,11,1,5,1,14,1,9,10,16,1,19,5,2,12,20,7,7,1
UNC13D,40,3,4,18,1,6,11,1,27,3,18,1,8,10,16,4,25,5,4,24,38,20,7,3
UNC45A,37,8,7,18,5,1,14,4,23,7,15,2,19,13,22,5,24,13,1,20,30,9,1,3
UNC45B,21,3,1,13,1,1,6,1,10,5,10,1,12,8,9,1,11,4,1,8,19,5,8,5
UNC50,81,8,6,48,6,10,16,9,32,7,36,5,19,21,35,2,39,9,9,41,52,8,7,4
UNC5A,53,5,5,30,4,9,29,3,20,11,21,2,11,22,12,2,39,8,7,40,39,38,29,5
UNC5B,35,6,7,25,3,5,10,2,20,10,12,1,13,13,48,5,33,8,1,27,69,8,6,1
UNC5C,15,7,1,8,1,3,8,3,13,2,8,1,5,6,11,4,16,7,3,14,16,5,4,2
UNC5CL,27,5,4,17,1,5,11,3,17,3,15,1,8,9,11,3,22,6,4,15,27,9,4,2
UNC5D,9,2,1,9,1,3,5,1,10,1,11,1,3,4,3,1,11,1,1,11,12,1,7,1
UNC79,115,6,5,47,4,14,33,6,45,2,42,4,9,5,12,1,20,3,6,20,22,4,3,1
UNC80,69,5,9,46,1,7,24,4,46,4,52,3,7,11,15,3,19,1,2,34,21,13,7,2
UNC93A,15,9,2,6,1,5,5,2,11,2,5,2,10,10,14,3,18,2,3,15,17,9,5,2
UNC93B1,22,4,1,3,9,2,5,6,8,8,8,1,6,9,45,1,18,7,4,23,53,10,7,1
UNCX,19,4,2,8,3,1,2,1,9,1,5,1,3,2,9,1,10,2,2,11,13,15,11,2
UNG,48,5,6,31,4,8,19,3,32,7,18,2,12,16,26,8,38,9,6,33,42,4,9,1
UNK,69,10,10,40,5,7,24,6,38,8,28,1,16,19,24,4,39,6,4,19,29,15,8,2
UNKL,39,7,2,19,1,3,18,1,14,3,15,2,9,9,17,2,25,6,5,19,21,7,4,3
UPB1,25,8,4,20,1,2,15,3,16,5,14,2,9,17,6,5,16,5,4,14,28,7,15,5
UPF1,41,3,5,17,9,1,13,1,26,5,22,1,17,9,26,4,24,9,3,21,45,15,7,4
UPF2,34,6,1,15,9,4,6,5,22,5,23,2,12,15,16,2,25,2,2,13,37,7,5,1
UPF3A,149,8,12,88,7,14,55,10,85,12,82,1,33,36,38,10,88,12,16,80,52,4,8,2
UPF3B,29,8,3,22,3,7,12,3,13,5,20,1,11,15,28,7,28,6,6,27,31,8,6,1
UPK1A,14,7,3,6,2,2,5,1,5,4,8,1,5,8,11,1,13,3,1,11,11,10,5,1
UPK1B,12,2,4,10,4,2,9,1,7,3,9,1,3,8,13,4,11,3,5,16,27,6,6,1
UPK2,12,4,3,5,4,2,1,1,3,6,5,1,5,2,10,1,10,4,2,10,16,6,4,1
UPK3A,20,4,3,15,3,5,11,1,11,2,8,1,8,4,11,1,20,3,2,17,17,16,8,2
UPK3B,18,5,2,13,1,2,3,1,2,2,9,1,7,7,6,3,11,4,4,9,23,10,15,2
UPK3BL1,321,11,31,188,19,23,128,8,158,19,163,9,66,109,53,39,266,38,23,217,93,42,24,1
UPK3BL2,343,15,32,216,21,36,119,7,182,20,162,5,67,120,70,32,291,30,38,233,105,39,37,3
UPP1,37,8,4,28,2,6,19,3,30,5,25,1,19,30,38,4,66,13,4,42,51,13,5,3
UPP2,13,2,2,13,1,2,6,1,4,3,10,1,9,5,9,1,10,1,2,4,18,5,3,1
UPRT,21,11,1,20,4,2,14,1,9,5,10,1,2,13,12,1,14,5,1,17,25,1,6,3
UQCC1,59,8,13,33,1,6,13,3,30,3,22,2,14,21,19,1,27,8,12,30,40,2,7,1
UQCC2,56,7,6,30,3,6,18,5,29,6,31,3,26,19,46,6,48,8,10,48,50,9,7,3
UQCC3,19,5,1,6,6,2,6,3,7,3,14,1,11,9,19,3,25,9,2,15,30,7,7,1
UQCR10,26,9,9,21,5,5,15,2,21,4,17,2,18,12,26,3,37,11,3,30,44,13,11,4
UQCR11,112,17,15,49,21,13,39,7,42,26,39,14,55,51,121,7,53,44,18,62,164,16,13,4
UQCRB,218,16,33,107,21,20,53,17,67,35,110,10,70,54,128,9,84,36,15,68,151,13,9,1
UQCRC1,82,4,7,38,5,11,24,10,21,12,33,3,42,30,48,12,66,14,8,41,78,17,6,1
UQCRC2,136,14,14,74,13,19,41,11,65,25,71,8,45,52,67,13,134,27,19,91,116,10,8,1
UQCRFS1,25,5,1,13,2,6,10,4,22,8,18,3,15,13,29,3,37,10,9,24,36,1,3,1
UQCRHL,86,15,9,49,14,14,32,18,39,11,44,6,51,66,102,8,95,26,16,81,152,34,19,6
UQCRQ,142,15,20,72,13,17,35,9,62,30,74,14,46,54,129,20,135,41,30,115,199,28,13,1
URAD,21,6,3,19,2,1,3,2,5,8,8,1,4,9,13,2,14,4,2,15,26,3,6,1
URB1,58,5,7,28,6,6,19,1,29,10,23,5,23,56,46,1,68,13,4,48,56,14,10,3
URB2,20,4,3,15,3,3,9,2,16,5,12,1,5,20,14,2,22,6,3,20,17,9,3,1
URGCP,28,4,4,22,2,2,6,3,12,7,22,3,8,10,23,4,36,4,1,31,30,14,7,1
URI1,50,7,6,25,2,5,16,2,16,8,25,2,23,26,35,2,44,9,12,37,59,4,6,4
URM1,39,7,7,29,5,6,16,2,17,5,21,2,27,33,35,4,49,9,13,31,54,16,6,1
UROC1,27,5,3,14,2,2,8,1,11,2,3,3,3,9,18,5,16,2,4,11,14,10,7,1
UROD,44,6,4,27,2,8,15,1,19,6,17,3,20,30,33,5,53,16,10,27,59,23,12,1
UROS,57,8,13,26,9,5,20,2,23,6,32,2,12,15,42,7,35,8,5,27,48,9,7,1
USB1,27,6,2,11,1,4,4,2,8,3,8,1,10,13,28,2,19,2,1,12,35,12,3,1
USE1,66,9,4,35,6,12,18,2,32,7,21,4,17,15,18,7,31,12,2,31,49,20,13,1
USF1,42,5,4,26,3,1,23,2,18,6,18,4,19,15,21,7,27,6,2,19,38,9,7,3
USF2,78,11,5,36,10,12,28,12,45,21,31,8,47,44,118,9,88,23,11,72,195,18,13,2
USF3,23,6,5,15,3,4,9,1,21,7,18,4,8,4,17,2,31,4,3,15,39,6,6,1
USH1C,33,4,2,10,2,5,13,1,17,4,14,1,9,7,20,1,10,3,2,12,22,7,7,3
USH1G,24,2,2,12,1,2,5,1,9,2,6,1,5,8,12,1,16,6,2,12,24,13,7,2
USH2A,17,4,2,8,3,3,9,1,10,2,14,1,9,7,13,2,14,6,3,10,19,3,7,1
USHBP1,26,4,4,14,4,4,12,1,16,3,13,1,13,9,11,6,26,7,3,26,31,16,11,5
USO1,54,4,3,37,5,3,24,6,34,9,24,1,17,31,41,6,59,15,8,34,56,5,8,3
USP1,37,3,6,17,6,3,11,1,10,7,10,1,36,14,36,9,28,14,7,33,52,7,3,1
USP10,99,12,11,38,3,16,34,7,49,12,45,4,36,34,47,8,54,19,13,35,71,26,11,1
USP11,229,25,30,94,16,31,83,20,93,13,83,8,40,51,74,11,101,16,14,65,79,9,7,4
USP12,53,7,5,30,5,7,15,5,33,7,30,3,20,12,24,12,33,10,6,22,30,9,5,2
USP13,41,9,5,18,3,3,8,1,14,5,15,1,11,6,24,2,23,2,3,18,40,5,3,3
USP14,78,8,6,43,8,8,23,10,29,9,30,2,33,37,57,7,66,11,14,47,50,9,8,2
USP15,43,9,5,20,6,3,21,3,28,10,19,1,16,31,56,5,50,24,5,40,66,4,9,2
USP16,43,2,4,22,3,3,11,1,22,7,22,2,14,20,19,3,35,9,6,23,35,13,4,2
USP17L11,147,8,14,71,5,12,69,6,77,17,54,2,69,104,77,16,105,19,17,85,100,87,54,8
USP17L12,109,9,13,85,11,13,37,4,61,8,42,1,72,98,96,16,148,26,20,112,105,133,84,12
USP17L15,50,5,14,34,9,11,30,6,38,3,31,2,49,55,45,13,107,12,16,61,62,46,43,3
USP17L17,87,10,12,42,3,8,35,5,47,9,41,2,63,87,56,13,121,19,16,83,75,73,69,11
USP17L3,137,12,14,90,11,15,56,5,71,11,64,2,55,97,58,26,150,29,27,120,109,107,80,14
USP17L7,26,4,2,22,3,6,10,3,23,5,15,3,11,12,22,2,25,8,4,18,34,13,14,6
USP18,64,5,10,36,9,5,35,2,33,5,22,1,26,31,29,5,51,15,15,56,41,14,12,3
USP19,43,4,3,23,2,4,15,4,12,2,15,1,17,10,14,2,36,5,5,20,28,11,7,2
USP2,34,4,1,22,1,6,7,1,9,4,15,1,9,15,13,1,13,6,9,23,26,4,9,1
USP20,48,8,4,24,4,3,8,1,22,4,9,1,9,14,17,4,28,3,1,19,27,6,8,3
USP21,57,3,7,23,3,10,20,1,31,4,28,2,25,19,32,3,38,6,3,28,42,11,7,5
USP22,138,11,16,72,12,16,53,16,88,23,65,6,53,50,81,17,151,26,27,83,124,13,8,3
USP24,56,11,3,26,4,2,17,1,27,5,33,2,14,24,20,6,24,5,6,21,41,7,5,1
USP25,68,10,5,48,3,10,21,2,34,6,42,2,23,29,52,6,77,19,12,47,73,5,13,1
USP26,18,2,1,7,2,2,3,3,7,3,12,1,4,4,8,1,12,1,3,7,16,1,6,2
USP27X,31,9,4,19,2,3,10,2,14,4,11,2,2,14,18,1,11,7,6,14,23,9,5,1
USP28,38,4,5,21,2,5,6,4,20,5,18,2,13,11,17,6,25,8,6,19,30,4,6,4
USP29,10,5,1,8,1,1,6,1,9,7,13,1,5,7,10,2,12,4,2,10,15,7,2,2
USP3,74,10,9,39,4,8,27,8,53,11,25,4,17,23,35,3,37,4,8,44,66,17,9,6
USP30,36,5,7,18,1,5,9,1,13,8,17,4,10,15,20,1,23,2,7,24,24,6,6,2
USP31,33,5,5,11,4,1,10,1,12,4,19,1,10,9,18,3,21,5,6,20,19,8,3,1
USP32,42,4,6,23,5,6,11,1,29,4,29,1,12,15,22,8,30,7,5,21,42,12,3,1
USP33,43,5,5,14,3,7,11,4,18,4,22,2,19,15,30,6,49,7,10,28,41,7,5,1
USP34,102,10,7,45,6,7,22,8,43,8,38,7,27,33,39,6,53,12,5,48,59,4,3,1
USP35,34,8,3,12,2,5,5,3,12,5,9,1,3,10,22,2,24,6,5,20,17,5,5,2
USP36,42,6,7,22,4,4,13,3,20,4,17,1,7,11,16,3,26,5,3,14,31,6,9,1
USP37,45,7,5,24,1,2,17,2,22,7,22,2,17,12,18,3,29,11,2,24,25,7,11,1
USP38,32,5,4,21,4,2,12,2,10,3,16,1,17,10,27,3,26,8,4,14,35,7,6,3
USP39,34,4,3,19,6,5,9,3,14,1,19,1,19,16,16,1,24,5,4,22,45,2,7,1
USP4,67,7,14,35,3,5,14,7,31,11,32,2,13,30,38,6,53,19,5,52,73,7,5,1
USP40,43,3,8,30,1,6,22,2,13,9,30,4,3,18,23,4,33,5,4,36,44,5,5,2
USP41,18,7,4,14,4,3,11,5,16,4,12,1,8,6,19,3,17,8,2,17,18,7,8,6
USP42,45,3,2,14,2,8,2,2,22,1,18,1,15,10,19,9,32,9,9,36,27,5,3,1
USP43,31,4,3,17,4,3,11,3,20,5,6,1,4,14,10,1,15,2,1,21,16,6,7,1
USP44,25,6,3,9,3,3,3,3,5,4,8,1,3,8,7,2,15,4,3,19,27,6,8,1
USP45,24,7,1,12,1,4,13,3,7,3,14,2,8,12,7,2,18,5,6,23,27,4,4,1
USP46,56,6,9,28,5,7,15,4,28,9,26,1,15,11,23,4,26,7,6,33,36,4,10,4
USP47,51,6,5,44,7,10,20,8,30,7,28,1,21,12,29,1,20,6,5,21,54,3,3,3
USP48,59,4,9,24,3,6,14,2,20,4,12,1,25,24,34,8,58,7,10,48,46,5,9,1
USP49,48,3,8,28,3,11,23,2,22,7,32,1,10,16,24,3,34,6,6,21,27,4,3,2
USP5,47,7,6,30,6,5,8,1,17,10,17,1,19,14,23,5,40,5,5,34,37,10,9,1
USP50,21,8,1,9,1,3,6,1,8,5,5,1,2,5,13,2,15,6,5,8,14,5,2,1
USP51,11,9,1,4,1,5,5,3,8,2,20,2,7,6,9,1,15,2,2,6,25,2,2,1
USP53,25,8,2,7,4,1,3,2,10,5,19,1,7,8,29,4,13,22,7,13,68,5,6,4
USP54,129,7,20,83,5,13,51,4,78,10,65,6,17,21,28,2,23,4,8,21,23,4,6,1
USP6,23,10,3,14,4,3,12,4,14,1,18,1,12,14,15,2,16,12,1,10,21,20,14,2
USP6NL,23,5,4,18,5,3,4,4,10,3,16,1,8,18,15,1,19,6,3,10,21,1,2,3
USP7,58,8,9,31,5,11,20,3,31,12,40,4,29,24,35,5,48,16,4,35,49,5,12,1
USP8,72,6,6,37,5,7,12,7,29,10,28,4,17,19,41,4,45,21,9,36,53,12,6,2
USP9X,53,21,6,40,8,13,21,7,34,17,38,3,29,31,59,5,44,28,15,46,87,5,7,2
USP9Y,19,4,2,10,1,1,6,1,8,5,2,1,14,13,26,4,25,5,5,15,24,3,4,3
USPL1,58,13,8,18,3,3,18,4,36,3,18,1,10,13,24,1,31,5,3,13,26,4,4,1
UST,79,15,8,35,6,9,21,4,26,4,35,1,21,25,23,3,23,11,5,32,25,6,5,1
UTF1,125,9,12,91,7,16,60,7,87,7,54,4,68,56,43,14,132,26,24,88,74,148,101,9
UTP11,35,3,2,14,4,2,13,2,15,6,12,2,18,25,31,6,35,4,5,28,46,6,6,1
UTP14C,52,4,2,33,4,10,16,5,23,6,20,2,13,16,21,1,25,3,5,19,35,3,6,1
UTP15,22,8,2,10,2,8,10,1,18,8,12,3,10,12,22,2,23,5,3,13,33,8,6,3
UTP18,37,6,7,31,5,3,11,5,23,7,22,1,19,23,36,6,36,10,12,33,47,5,10,2
UTP20,17,3,4,20,1,6,3,2,17,5,11,1,9,10,14,1,24,3,2,20,30,4,3,1
UTP23,38,5,3,17,5,3,13,3,17,2,20,2,9,13,18,1,27,9,1,15,29,8,7,4
UTP25,22,5,3,17,1,6,4,1,17,7,13,3,12,16,19,2,19,9,2,16,27,8,9,3
UTP3,55,10,8,21,2,7,13,3,19,9,24,2,18,19,34,8,39,11,7,40,50,14,4,3
UTP4,42,5,5,24,3,4,14,3,17,7,17,1,19,18,31,1,26,7,5,26,29,7,2,1
UTP6,83,4,12,44,1,7,26,2,61,6,37,1,26,17,38,6,79,14,11,44,57,4,5,1
UTRN,37,3,5,12,5,2,10,7,28,12,10,3,10,21,32,10,17,8,10,25,70,4,4,2
UTS2,7,4,1,6,1,1,6,1,5,3,5,3,3,2,5,1,10,6,4,6,13,3,3,3
UTS2B,21,5,5,12,2,1,9,2,7,2,13,1,13,11,11,1,17,5,1,12,19,8,4,1
