"","logFC","AveExpr","t","P.Value","adj.P.Val","B","label","DEG"
"PIGH",-0.293986341397785,4.98896894392945,-1.36634050055328,0.17650159526023,0.294806490305757,-5.75684920915266,"","non"
"POLA2",0.250312921184929,5.66547278964753,1.30178917849327,0.197545296665888,0.320229660047102,-5.75690040411494,"","non"
"ZNF177",-0.305498816475733,5.12861994793621,-1.34603798560889,0.182927635268948,0.30251284578451,-5.75695114530573,"","non"
"MMAB",-0.278328331361691,5.20861129641422,-1.35932348393476,0.178702837116015,0.297557713697126,-5.75697862150286,"","non"
"ZMYM1",-0.179553268190505,5.46389327089045,-1.3025511385455,0.197286387952968,0.319846498933348,-5.75702128394057,"","non"
"TMEM170A",-0.210252095032953,6.01958536292187,-1.298658880273,0.198611619532029,0.321370768564257,-5.75722590055603,"","non"
"GREB1",-0.315650086105056,5.30252587552347,-1.3625484266169,0.177688589850875,0.296300787565409,-5.75724352404706,"","non"
"NDUFAF4",-0.180204494842389,5.54487787369873,-1.31445549052953,0.193274309497113,0.314925261535891,-5.75744035309919,"","non"
"KRTAP10-10",0.267922368571166,6.48377657629772,1.27233322713998,0.207750172268757,0.332014612260189,-5.7579534654539,"","non"
"CLEC14A",0.34090693956549,4.9740046535517,1.35106556713676,0.181320038303925,0.300625148807477,-5.75841637009777,"","non"
"TRAPPC9",0.207523404795301,6.31597858680605,1.27224481001349,0.207781382151998,0.332014612260189,-5.75873502912892,"","non"
"MGAT3",-0.236555282883161,5.09036718957744,-1.34233502578373,0.184118571597312,0.304092470305466,-5.75875833400361,"","non"
"MRPS9",-0.189005505429852,5.45951698618582,-1.35211991852892,0.180984268348819,0.300243865731485,-5.75920586592985,"","non"
"CLCNKB",-0.363924133018845,4.87395932588701,-1.35920847744895,0.178739087950005,0.297562937806244,-5.75935768243182,"","non"
"ZFAND2B",0.210763224750877,5.62090593338139,1.30777984129744,0.19551656212766,0.317630460027697,-5.75944582017177,"","non"
"PTP4A1",-0.209671140795224,6.2800045436134,-1.28794915679453,0.202292402984481,0.325471448721499,-5.76009827338507,"","non"
"ANK2",0.354409757561109,6.02402754127618,1.27318272886338,0.207450488487634,0.331738417801311,-5.76038217453119,"","non"
"CCDC106",-0.251519352614962,5.64482011854855,-1.33343775712226,0.18700408383354,0.307248835747349,-5.76051229495049,"","non"
"HAT1",-0.204154717278567,5.89649125671282,-1.29318302112294,0.200487290503222,0.323142813123538,-5.76113661679251,"","non"
"ART5",-0.374526417815092,5.06180954459517,-1.37122705022584,0.174980935239084,0.292887164103736,-5.76118510120647,"","non"
"RNF151",-0.337054713452414,5.25055114171061,-1.3593529909988,0.178693537188811,0.297557713697126,-5.76121237712619,"","non"
"PSMD7",-0.250018751951572,6.33139732040354,-1.29391438777715,0.200236009503353,0.322931552761375,-5.76134009426931,"","non"
"GAGE1",-0.372613508173962,5.69649291433072,-1.37143854936331,0.174915344720495,0.292828585034004,-5.76143407672437,"","non"
"AURKAIP1",-0.280505175992232,6.72338728362975,-1.27454366253512,0.206971052725788,0.331046360852915,-5.76153735581878,"","non"
"KDM4C",-0.246405795249052,5.89063414193842,-1.3196048757473,0.19155794946975,0.312804292306973,-5.76178187322527,"","non"
"XKR9",-0.414739125940344,5.12700632948585,-1.35857988509159,0.178937323465474,0.297753217151591,-5.76196861244042,"","non"
"YTHDC1",0.230252466983682,6.4182898744646,1.25114620588923,0.215328671025986,0.340612989207103,-5.76295899492039,"","non"
"RACK1",-0.244614435459354,8.10944613120558,-1.19061056069891,0.238100833114356,0.367096374504191,-5.76320292634796,"","non"
"CTSD",-0.415056883140791,8.74553017342501,-1.1717859043496,0.245525019902712,0.375566462634711,-5.76323564465466,"","non"
"KRTAP6-3",-0.413940559272077,5.07154009486853,-1.35777631950707,0.179190982823291,0.298035500560271,-5.76328307483992,"","non"
"NCEH1",-0.25282690817495,5.16548750194731,-1.30937650514567,0.194978499036317,0.31708308571075,-5.76372266224685,"","non"
"ATP6V1G2",0.312784909561001,5.21153703878408,1.3026119274063,0.19726574327134,0.319846498933348,-5.76386749707757,"","non"
"TSPAN17",-0.177559585957456,5.53512918741588,-1.31003467738853,0.194757023862376,0.316831851821057,-5.76425859441426,"","non"
"CUX2",-0.389797299258309,4.90613471782316,-1.34895217455644,0.181994495640498,0.301380460559969,-5.76433000182668,"","non"
"GDAP1",-0.2162153512585,5.25062836108797,-1.33859341187463,0.185327895509947,0.305378876947003,-5.7644012156048,"","non"
"ZBTB40",-0.244402317675958,5.37405549770078,-1.32855186716514,0.188603114180833,0.309374518741254,-5.76457751005096,"","non"
"DEFB128",-0.327402474659256,5.02554585022577,-1.36658257427964,0.176426027148912,0.29471496341134,-5.76509124299081,"","non"
"PARP11",-0.217078767130212,5.512933851892,-1.31947624183621,0.191600684757483,0.312804292306973,-5.76533003411515,"","non"
"PAK2",0.162347195030067,6.2955102080844,1.25289251452455,0.214696420259272,0.340029859031008,-5.76550246384125,"","non"
"CREB3L2",-0.220752329403962,6.03830069486046,-1.28627602807613,0.202871998322252,0.326144435100207,-5.76567476843282,"","non"
"METTL1",-0.309339673454194,4.88201023517312,-1.3775721141123,0.173021347944382,0.290429422214934,-5.76593553434418,"","non"
"TIAF1",-0.332312649462163,4.93504996241526,-1.38071801916529,0.172056022027211,0.289253897694797,-5.76612381592316,"","non"
"CCNYL1",0.196277021548132,5.68733958834439,1.30585821165,0.196165611797118,0.318502559307622,-5.76655950250752,"","non"
"SYCE2",-0.293703018162732,4.78627768370393,-1.37594730855497,0.173521541499725,0.291028032191442,-5.76662216887361,"","non"
"LRRC14",-0.253539970971744,5.25208748989831,-1.36258387645751,0.177677465258935,0.296300787565409,-5.76663543643447,"","non"
"TRAPPC13",-0.208495693413354,5.55349332722763,-1.3324466769068,0.187327608909987,0.307673508834796,-5.76664404852031,"","non"
"BICDL1",-0.397107022869853,4.77892907025757,-1.35528421615224,0.179979397930423,0.298996332658328,-5.76690693712341,"","non"
"CWF19L1",0.219446555818256,5.67863818722473,1.29799003615961,0.198840015636206,0.321603798766668,-5.7670076187601,"","non"
"PIDD1",-0.319725995967969,5.26231397944111,-1.34933254305562,0.181872966489607,0.301293796968919,-5.76732819869195,"","non"
"PRAMEF6",-0.371600112337218,6.1953870403301,-1.30122514739633,0.197737114277946,0.320430780549312,-5.7673293735362,"","non"
"MYLK2",-0.382101138747237,4.88800029850695,-1.36198185559296,0.177866458747021,0.29652769159458,-5.76768243593809,"","non"
"PANK2",0.164200469876238,6.32978027802077,1.24348644299824,0.218118100349785,0.34402820429781,-5.76824899933148,"","non"
"NRIP3",-0.405734118299845,4.89195059703427,-1.3673755294334,0.176178663244468,0.294445168918498,-5.76838444746785,"","non"
"MYO7A",-0.388419925747881,5.24530365483772,-1.36184703920577,0.177908802870718,0.296562122693698,-5.7687127905592,"","non"
