"","logFC","AveExpr","t","P.Value","adj.P.Val","B","label","DEG"
"ETV4",-0.929040164352718,5.02363019740109,-3.17912834275048,0.00252606778517134,0.0198572719134605,-1.93272606690231,"","down"
"PROCA1",-1.07208077639684,4.84763706163061,-3.15442738875448,0.00271106366910071,0.0208531981743337,-1.93398615488609,"","down"
"WDR73",-0.780416245946213,5.71127112793927,-3.14147697179006,0.00281307691508612,0.0213447852129181,-1.93543652829924,"","down"
"TMEM35B",0.750467165762141,5.41414502510279,3.19247614683772,0.00243111513415921,0.0194217725786789,-1.93684614477566,"","up"
"STOM",0.92486008211314,5.82408172744717,3.20311830904003,0.00235783031511419,0.0190302925717606,-1.936975739152,"","up"
"RFX8",-1.31172793169681,5.01350728425264,-3.16214264164872,0.00265195410436288,0.0205508338540715,-1.937170904935,"","down"
"RPL27",1.27304580315376,8.63876975262175,3.09512830445195,0.0032085158904871,0.0231329430742487,-1.93788363085963,"","up"
"GTF3C1",-0.695867860587871,6.44906466262248,-3.1515134328089,0.00273370941974316,0.0209445635918973,-1.93808938646013,"","down"
"PLA2G4B",-1.02773790974545,4.92462690427361,-3.18994413079671,0.0024488647023676,0.0194876861859633,-1.93926693225271,"","down"
"SUSD5",-1.54644082060117,4.75392662742459,-3.15920548762236,0.00267431235482604,0.0206676568641758,-1.93960034724098,"","down"
"PGGT1B",0.708625990486624,5.73551256735256,3.18352467062069,0.00249441426030037,0.0197298391304186,-1.94069078733221,"","up"
"HNRNPL",0.966844290224073,6.98188293989939,3.13776197589699,0.00284300043646845,0.0214342896881248,-1.94148584886281,"","up"
"HAUS5",-1.02277836274468,5.48222347221978,-3.13806313878553,0.00284056352895798,0.0214342896881248,-1.94626138544813,"","down"
"RCL1",-0.902147327369694,5.23760560839771,-3.17646536846364,0.00254542476199016,0.019965191789872,-1.94814530267367,"","down"
"EGLN3",-1.10865573064862,4.93325339622186,-3.18322646574158,0.00249654946536436,0.0197298391304186,-1.9487518323747,"","down"
"BTG1",1.34578246254019,7.2504080166508,3.13786919068669,0.00284213266568408,0.0214342896881248,-1.94890535819382,"","up"
"TOMM70",-0.556971878026286,5.76798660936841,-3.16618461147047,0.0026214732727607,0.0203774477613974,-1.94931021913885,"","down"
"HS3ST4",-1.4045332857368,4.79370184593846,-3.144047213986,0.00279254774954052,0.0212458230660753,-1.94949364676777,"","down"
"ELL3",-0.958159948518924,4.88748220480549,-3.14076081138049,0.00281882229702461,0.0213541215015922,-1.95097596141353,"","down"
"ERP29",0.635900820301725,6.30529514074408,3.17274134636289,0.00257272879182118,0.020113648327302,-1.95389487812778,"","up"
"NPTXR",-1.31884892294739,5.50623189160986,-3.17073608172162,0.00258754511807469,0.0201728998243746,-1.95463521677809,"","down"
"ALDH1A1",-0.915729711613192,4.84370342196598,-3.15596110899532,0.00269921540518599,0.020792164703683,-1.95532774955252,"","down"
"CCDC28A-AS1",-1.14272896566851,4.75933997243317,-3.14509469711057,0.002784221718962,0.0212052184489275,-1.95577914771331,"","down"
"ZNF669",-0.71047718154703,6.07515576458524,-3.15186680077578,0.00273095377641368,0.0209445635918973,-1.95616071299277,"","down"
"TMTC4",-0.796666103083481,5.78931251765778,-3.16397004798077,0.00263813239629528,0.0204772760235414,-1.95689198943451,"","down"
"CYGB",-1.2955440125835,5.223527533221,-3.15961542619802,0.00267118119735075,0.0206547084518854,-1.96115775976518,"","down"
"CS",0.775471663207688,6.52072340321352,3.14340968160231,0.00279762669984586,0.0212717706013255,-1.96156123250463,"","up"
"RAB13",1.13711129008223,6.71313562676595,3.15625675441909,0.00269693709951018,0.0207858992422325,-1.96485522433207,"","up"
"C12orf57",1.01565259152333,7.02096744940077,3.12564708821702,0.00294267566201738,0.021894926569672,-1.97227582504878,"","up"
"OR10T2",-1.43353434144521,4.99644928803987,-3.15150684925921,0.00273376078456508,0.0209445635918973,-1.97256883128242,"","down"
"CTR9",-0.763638481918602,5.66263432968663,-3.15105622976966,0.00273727867419418,0.0209546920965521,-1.97606040664521,"","down"
"LYNX1",-1.00060886207698,5.75845852635146,-3.15262428834685,0.0027250555193547,0.0209230588550454,-1.97765142925365,"","down"
"RPL7A",0.658549627860358,9.34442171478779,3.05278063964906,0.00361488379670248,0.0248103583141123,-1.97806145718002,"","up"
"BLM",-0.996772758682591,5.53359379584443,-3.17478039555307,0.00255774478061452,0.0200507407138892,-1.98092220336895,"","down"
"COL6A6",-1.23956414903019,4.92752913924509,-3.12877855560917,0.00291660139369913,0.0217530315592784,-1.98095269283868,"","down"
"AGAP2",-1.0620874673177,5.76162340060992,-3.13368798419833,0.00287615951362898,0.0215502974087087,-1.98452388065678,"","down"
"PTGER2",-1.22767327821437,4.93506025616833,-3.13883754982517,0.00283430627318255,0.021425664203616,-1.98462723022046,"","down"
"FAU",1.32319883032872,8.19491666157117,3.08604709529249,0.00329187078278708,0.0234715349431989,-1.98477240842132,"","up"
"TBCE",-0.605603265246978,5.41630401054849,-3.16606120183364,0.00262239901418786,0.0203774477613974,-1.98552620545008,"","down"
"CHRFAM7A",-1.20539926888589,5.88469231691678,-3.1687731484117,0.00260212645258662,0.020253193766183,-1.98666189190823,"","down"
"SCNN1D",-0.979844575166028,5.30835169117137,-3.13922833910634,0.00283115361057385,0.0214132401814672,-1.98708783430011,"","down"
"FOS",2.53815026979894,7.74464780743233,3.09887428783112,0.00317471253484099,0.0229358432570564,-1.99085638371917,"","up"
"LGI1",-1.3160675891217,5.20040722072829,-3.13540797605436,0.0028621160363638,0.0215094098288663,-1.99125826398153,"","down"
"ADAR",1.37664780009745,7.11391232972671,3.11169436290502,0.00306153803517994,0.0224463755584959,-1.99611238293663,"","up"
"EMP3",0.838573211225667,6.1595180016611,3.18111283952506,0.00251173286333376,0.0197994319988015,-2.00056478820016,"","up"
"GRPEL1",-0.821019290822683,4.88268780282677,-3.13807775712736,0.00284044529230586,0.0214342896881248,-2.00065946423808,"","down"
"ABHD14A",-1.04775983910406,5.14304558094657,-3.15878762583108,0.00267750758526422,0.020681086079104,-2.00170721131882,"","down"
"TIGD7",-0.866375434252932,5.23478804529303,-3.13402525845422,0.00287340062435846,0.0215489859719991,-2.00179504553079,"","down"
"POLR2J3",-1.03729013852372,6.44368046672869,-3.13363256222952,0.00287661310114132,0.0215502974087087,-2.00190648264396,"","down"
"ITPRIPL2",0.715907549003245,5.35128901966662,3.16952962606863,0.00259649794207307,0.0202204771131036,-2.00217469081873,"","up"
"NegProbe-WTX",-0.808478672542024,4.42591749537098,-3.13592775943507,0.00285788478225134,0.0214983584104548,-2.00267273902488,"","down"
"SEBOX",-1.19559247477995,4.92852456062825,-3.14118640268373,0.00281540667090476,0.0213481231126905,-2.0032373655328,"","down"
"CCDC121",-1.10179951755004,4.9274164242259,-3.13740773509052,0.002845869348063,0.0214445247900509,-2.00447871677913,"","down"
"ZNF620",-1.05325278691622,5.22333403904099,-3.1365738826269,0.00285263326745141,0.0214726861707523,-2.00500305039056,"","down"
"IFNB1",-0.985174597077186,5.06621254122215,-3.16264099176278,0.00264817805668294,0.0205374816942836,-2.00632353417637,"","down"
